pct_att,pct_lb,pct_ub,outcome,treated
-42.77941103560627,-73.80010620958792,-11.758715861624614,DAP,ES
-15.200002516372754,-23.881568010374053,-6.518437022371454,NRG,ES
-1.4813003207468536,-2.435999261385513,-0.5266013801081942,xNRG,ES
-3.1159776990988535,-4.272640283786642,-1.9593151144110654,CP00,ES
-41.92760616414995,-72.96293595587952,-10.892276372420378,DAP,PT
-7.127332846040094,-60.45200439981255,46.197338707732364,NRG,PT
-0.021612980253692706,-3.012251244396205,2.9690252838888194,xNRG,PT
-1.4686596820386582,-6.154173674730033,3.216854310652716,CP00,PT
